"school_name","major_group","grand_total"
"FlorenceGJoynerEL","Sped-Assistants",240848
"FlorenceGJoynerEL","Sped-Assistants-Preschool",46174
"FlorenceGJoynerEL","Sped-Ima Allocation To Schools",676
"FlorenceGJoynerEL","Sped-Teacher-Resource Specialist Program",101697
"FlorenceGJoynerEL","Sped-Teacher-Special Day Program",228682
"FlorenceGJoynerEL","Sped-Teacher-Special Day Program-Preschool",87767
"FlorenceGJoynerEL","Substitutes-Day To Day And Long-Term",76130
"FlorenceGJoynerEL","Teacher Assistants",12827
"FlorenceGJoynerEL","Teacher Assistants",38481
"FlorenceGJoynerEL","Teachers",2173254
"FlorenceGJoynerEL","Temporary Personnel Account",13508
"FlournoyEL","Administrators (Principals & Assistant Principals)",139630
"FlournoyEL","Advisors",93641
"FlournoyEL","Afterschool Programs",1615
"FlournoyEL","Afterschool Programs",62706
"FlournoyEL","Arts Program",38196
"FlournoyEL","Cafeteria",150789
"FlournoyEL","Campus Aides",31988
"FlournoyEL","Categorical Program Advisors",58045
"FlournoyEL","Certificated Supplemental Time (X, Z, & Professional Development)",848
"FlournoyEL","Certificated Supplemental Time (X, Z, & Professional Development)",2836
"FlournoyEL","Certificated Supplemental Time (X, Z, & Professional Development)",8000
"FlournoyEL","Classified Overtime, X & Z Time",3000
"FlournoyEL","Clerical Support",124665
"FlournoyEL","Coaches Instructional",22097
"FlournoyEL","Coaches Instructional",81342
"FlournoyEL","Common Core State Standards",46130
"FlournoyEL","Custodial Overtime & Relief",3000
"FlournoyEL","Custodial Supplies",4626
"FlournoyEL","Custodians",38180
"FlournoyEL","Custodians",127062
"FlournoyEL","Differentials/Longevities",1436
"FlournoyEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"FlournoyEL","General Supplies",9248
"FlournoyEL","Indirect Cost",3135
"FlournoyEL","Instructional Materials",1000
"FlournoyEL","Instructional Materials",4507
"FlournoyEL","Instructional Materials",7000
"FlournoyEL","Instructional Materials",8996
"FlournoyEL","Library Aides",10283
"FlournoyEL","Nurses",19790
"FlournoyEL","Nurses",39581
"FlournoyEL","Parent Involvement",5444
"FlournoyEL","Parent Involvement",7056
"FlournoyEL","Psychologists",5220
"FlournoyEL","Psychologists",62640
"FlournoyEL","Reasonable Accommodations",25654
"FlournoyEL","School Readiness Language Development Program",102083
"FlournoyEL","Sped-Allocation To Schools For Compliance",4845
"FlournoyEL","Sped-Assistants",241117
"FlournoyEL","Sped-Ima Allocation To Schools",510
"FlournoyEL","Sped-Teacher-Resource Specialist Program",104597
"FlournoyEL","Sped-Teacher-Special Day Program",369349
"FlournoyEL","Substitutes-Day To Day And Long-Term",3103
"FlournoyEL","Substitutes-Day To Day And Long-Term",69510
"FlournoyEL","Teacher Assistants",1000
"FlournoyEL","Teacher Assistants",80772
"FlournoyEL","Teachers",92166
"FlournoyEL","Teachers",98954
"FlournoyEL","Teachers",1772784
"FlournoyEL","Temporary Personnel Account",14124
"FlournoyEL","Transportation",3000
"FlournoyM/SciMag","General Supplies",1666
"FlournoyM/SciMag","Instructional Materials",1777
"FlournoyM/SciMag","Magnet Schools Resources",1666
"FlournoyM/SciMag","Magnet Schools Resources",63239
"FlournoyM/SciMag","Sped-Allocation To Schools For Compliance",192
"FlournoyM/SciMag","Substitutes-Day To Day And Long-Term",13240
"FlournoyM/SciMag","Teachers",324360
"FordBlvdEL","Administrators (Principals & Assistant Principals)",263076
"FordBlvdEL","Advisors",93641
"FordBlvdEL","Arts Program",38196
"FordBlvdEL","Cafeteria",332786
"FordBlvdEL","Campus Aides",21030
"FordBlvdEL","Certificated Supplemental Time (X, Z, & Professional Development)",848
"FordBlvdEL","Certificated Supplemental Time (X, Z, & Professional Development)",4005
"FordBlvdEL","Certificated Supplemental Time (X, Z, & Professional Development)",5263
"FordBlvdEL","Certificated Supplemental Time (X, Z, & Professional Development)",38108
"FordBlvdEL","Classified Overtime, X & Z Time",3000
"FordBlvdEL","Clerical Substitutes",2149
"FordBlvdEL","Clerical Support",2312
"FordBlvdEL","Clerical Support",179494
"FordBlvdEL","Coaches Instructional",22097
"FordBlvdEL","Coaches Instructional",51080
"FordBlvdEL","Coaches Instructional",81342
"FordBlvdEL","Common Core State Standards",87500
"FordBlvdEL","Coordinators",197908
"FordBlvdEL","Custodial Overtime & Relief",3000
"FordBlvdEL","Custodial Supplies",7402
"FordBlvdEL","Custodians",165710
"FordBlvdEL","Differentials/Longevities",2872
"FordBlvdEL","General Supplies",20536
"FordBlvdEL","Instructional Materials",2000
"FordBlvdEL","Instructional Materials",2000
"FordBlvdEL","Instructional Materials",5031
"FordBlvdEL","Instructional Materials",17968
"FordBlvdEL","Instructional Materials",26121
"FordBlvdEL","Library Aides",11470
"FordBlvdEL","Nurses",19790
"FordBlvdEL","Nurses",39580
"FordBlvdEL","Parent Involvement",13620
"FordBlvdEL","Psychiatric Social Workers",41761
"FordBlvdEL","Psychiatric Social Workers",41761
"FordBlvdEL","Psychologists",5220
"FordBlvdEL","Psychologists",38321
"FordBlvdEL","School Readiness Language Development Program",227469
"FordBlvdEL","Sped-Allocation To Schools For Compliance",12368
"FordBlvdEL","Sped-Assistants",99000
"FordBlvdEL","Sped-Assistants",544789
"FordBlvdEL","Sped-Assistants-Preschool",99000
"FordBlvdEL","Sped-Ima Allocation To Schools",1416
"FordBlvdEL","Sped-Teacher-Resource Specialist Program",180933
"FordBlvdEL","Sped-Teacher-Special Day Program",632812
"FordBlvdEL","Sped-Teacher-Special Day Program-Preschool",165311
"FordBlvdEL","Substitutes-Day To Day And Long-Term",32056
"FordBlvdEL","Substitutes-Day To Day And Long-Term",145640
"FordBlvdEL","Teacher Assistants",85525
"FordBlvdEL","Teacher Assistants",111174
"FordBlvdEL","Teachers",98954
"FordBlvdEL","Teachers",100075
"FordBlvdEL","Teachers",4348120
"FordBlvdEL","Telephone",500
"FordBlvdEL","Temporary Personnel Account",26576
"FordBlvdEL","Transportation",6660
"FoshayLrngCtr","Accelerated Academic Literacy",30606
"FoshayLrngCtr","Administrators (Principals & Assistant Principals)",520867
"FoshayLrngCtr","Adult Education/ Regional Occupation Center/Programs",700
"FoshayLrngCtr","Adult Education/ Regional Occupation Center/Programs",2760
"FoshayLrngCtr","Adult Education/ Regional Occupation Center/Programs",4990
"FoshayLrngCtr","Adult Education/ Regional Occupation Center/Programs",10955
"FoshayLrngCtr","Adult Education/ Regional Occupation Center/Programs",13300
"FoshayLrngCtr","Adult Education/ Regional Occupation Center/Programs",20989
"FoshayLrngCtr","Adult Education/ Regional Occupation Center/Programs",21268
"FoshayLrngCtr","Adult Education/ Regional Occupation Center/Programs",33800
"FoshayLrngCtr","Advisors",58045
"FoshayLrngCtr","Athletics",30604
"FoshayLrngCtr","Cafeteria",327639
"FoshayLrngCtr","Campus Aides",155432
"FoshayLrngCtr","Categorical Program Advisors",58763
"FoshayLrngCtr","Certificated Supplemental Time (X, Z, & Professional Development)",840
"FoshayLrngCtr","Certificated Supplemental Time (X, Z, & Professional Development)",72226
"FoshayLrngCtr","Certificated Supplemental Time (X, Z, & Professional Development)",93798
"FoshayLrngCtr","Classified Overtime, X & Z Time",10000
"FoshayLrngCtr","Clerical Support",54829
"FoshayLrngCtr","Clerical Support",350782
"FoshayLrngCtr","Coaches Instructional",21773
"FoshayLrngCtr","Coaches Instructional",80163
"FoshayLrngCtr","Common Core State Standards",24917
"FoshayLrngCtr","Counseling Time (Registration)",5524
"FoshayLrngCtr","Counselors",98954
"FoshayLrngCtr","Counselors",303469
"FoshayLrngCtr","Counselors, Pupil Services & Attendance (Psa)",41760
"FoshayLrngCtr","Custodial Overtime & Relief",3000
"FoshayLrngCtr","Custodial Overtime & Relief",3000
"FoshayLrngCtr","Custodial Supplies",300
"FoshayLrngCtr","Custodial Supplies",14805
"FoshayLrngCtr","Custodians",357615
"FoshayLrngCtr","Differentials/Longevities",9998
"FoshayLrngCtr","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"FoshayLrngCtr","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"FoshayLrngCtr","Financial Managers",83602
"FoshayLrngCtr","General Supplies",32453
"FoshayLrngCtr","Indirect Cost",2725
"FoshayLrngCtr","Instructional Aides",89637
"FoshayLrngCtr","Instructional Materials",3000
"FoshayLrngCtr","Instructional Materials",52500
"FoshayLrngCtr","Instructional Materials",183087
"FoshayLrngCtr","Instructional Materials",199586
"FoshayLrngCtr","Nurses",29686
"FoshayLrngCtr","Nurses",59370
"FoshayLrngCtr","Parent Involvement",794
"FoshayLrngCtr","Parent Involvement",12441
"FoshayLrngCtr","Parent Involvement",20304
"FoshayLrngCtr","Psychiatric Social Workers",62640
"FoshayLrngCtr","Psychologists",10440
"FoshayLrngCtr","Sped-Allocation To Schools For Compliance",9627
"FoshayLrngCtr","Sped-Assistants",104395
"FoshayLrngCtr","Sped-Assistants",502464
"FoshayLrngCtr","Sped-Ima Allocation To Schools",778
"FoshayLrngCtr","Sped-Teacher-Resource Specialist Program",290818
"FoshayLrngCtr","Sped-Teacher-Special Day Program",478284
"FoshayLrngCtr","Substitutes-Day To Day And Long-Term",1323
"FoshayLrngCtr","Substitutes-Day To Day And Long-Term",26480
"FoshayLrngCtr","Substitutes-Day To Day And Long-Term",205220
"FoshayLrngCtr","Summer School-Credit Recovery",23126
"FoshayLrngCtr","Teacher - Library Media",49476
"FoshayLrngCtr","Teacher Academic Differentials",6111
"FoshayLrngCtr","Teacher Assistants",1800
"FoshayLrngCtr","Teacher Assistants",62074
"FoshayLrngCtr","Teacher Assistants",76962
"FoshayLrngCtr","Teachers",190282
"FoshayLrngCtr","Teachers",5706432
"FoshayLrngCtr","Temporary Personnel Account",24824
"FoshayLrngCtr","Transportation",6712
"FoshayLrngCtr","Transportation",8500
"FrankDelOlmoElem","Administrators (Principals & Assistant Principals)",141475
"FrankDelOlmoElem","Advisors",101697
"FrankDelOlmoElem","Arts Program",38196
"FrankDelOlmoElem","Cafeteria",223624
"FrankDelOlmoElem","Campus Aides",21473
"FrankDelOlmoElem","Categorical Program Advisors",100390
"FrankDelOlmoElem","Certificated Supplemental Time (X, Z, & Professional Development)",5604
"FrankDelOlmoElem","Certificated Supplemental Time (X, Z, & Professional Development)",15846
"FrankDelOlmoElem","Certificated Supplemental Time (X, Z, & Professional Development)",25989
"FrankDelOlmoElem","Clerical Substitutes",1477
"FrankDelOlmoElem","Clerical Support",179494
"FrankDelOlmoElem","Custodial Supplies",6170
"FrankDelOlmoElem","Custodians",186286
"FrankDelOlmoElem","Differentials/Longevities",2872
"FrankDelOlmoElem","Differentials/Longevities",12648
"FrankDelOlmoElem","General Supplies",13158
"FrankDelOlmoElem","Instructional Materials",2000
"FrankDelOlmoElem","Instructional Materials",26162
"FrankDelOlmoElem","Instructional Materials",28970
"FrankDelOlmoElem","Instructional Materials",29089
"FrankDelOlmoElem","Library Aides",22940
"FrankDelOlmoElem","Nurses",19790
"FrankDelOlmoElem","Nurses",59370
"FrankDelOlmoElem","Parent Involvement",326
"FrankDelOlmoElem","Parent Involvement",5685
"FrankDelOlmoElem","Parent Involvement",7740
"FrankDelOlmoElem","Parent Involvement",11369
"FrankDelOlmoElem","Psychologists",20880
"FrankDelOlmoElem","Psychologists",20880
"FrankDelOlmoElem","School Readiness Language Development Program",228314
"FrankDelOlmoElem","Sped-Allocation To Schools For Compliance",4718
"FrankDelOlmoElem","Sped-Assistants",49500
"FrankDelOlmoElem","Sped-Assistants",209706
"FrankDelOlmoElem","Sped-Assistants-Preschool",46174
"FrankDelOlmoElem","Sped-Ima Allocation To Schools",345
"FrankDelOlmoElem","Sped-Teacher-Resource Specialist Program",50460
"FrankDelOlmoElem","Sped-Teacher-Special Day Program",267483
"FrankDelOlmoElem","Sped-Teacher-Special Day Program-Preschool",69879
"FrankDelOlmoElem","Substitutes-Day To Day And Long-Term",29751
"FrankDelOlmoElem","Substitutes-Day To Day And Long-Term",29790
"FrankDelOlmoElem","Substitutes-Day To Day And Long-Term",69510
"FrankDelOlmoElem","Teacher Assistants",89799
"FrankDelOlmoElem","Teachers",13668
"FrankDelOlmoElem","Teachers",22752
"FrankDelOlmoElem","Teachers",2876158
"FrankDelOlmoElem","Temporary Personnel Account",17028
"FranklinCAS/AEWC","Options Program",288
"FranklinCAS/AEWC","Options Program",327
"FranklinCAS/AEWC","Options Program",2875
"FranklinCAS/AEWC","Options Program",4800
"FranklinCAS/AEWC","Options Program",16600
"FranklinCAS/AEWC","Options Program",251298
"FranklinEL","Administrators (Principals & Assistant Principals)",136344
"FranklinEL","Advisors",32101
"FranklinEL","Arts Program",38196
"FranklinEL","Cafeteria",81590
"FranklinEL","Campus Aides",21030
"FranklinEL","Clerical Substitutes",948
"FranklinEL","Clerical Support",124665
"FranklinEL","Common Core State Standards",35140
"FranklinEL","Custodial Supplies",4030
"FranklinEL","Custodians",127062
"FranklinEL","Differentials/Longevities",718
"FranklinEL","Donations",0
"FranklinEL","Employee Benefits/Adjustments/Public Employee Retirements",-4874
"FranklinEL","General Supplies",8449
"FranklinEL","Instructional Materials",105
"FranklinEL","Instructional Materials",7952
"FranklinEL","Nurses",19790
"FranklinEL","Psychologists",5220
"FranklinEL","Reasonable Accommodations",12827
"FranklinEL","Sped-Allocation To Schools For Compliance",2359
"FranklinEL","Sped-Assistants",142117
"FranklinEL","Sped-Teacher-Resource Specialist Program",102343
"FranklinEL","Substitutes-Day To Day And Long-Term",816
"FranklinEL","Substitutes-Day To Day And Long-Term",62890
"FranklinEL","Teachers",1850064
"FranklinEL","Temporary Personnel Account",10934
"FranklinM/SciMag","General Supplies",6630
"FranklinM/SciMag","Instructional Materials",9334
"FranklinM/SciMag","Magnet Schools Resources",6630
"FranklinM/SciMag","Magnet Schools Resources",110181
"FranklinM/SciMag","Sped-Allocation To Schools For Compliance",574
"FranklinM/SciMag","Substitutes-Day To Day And Long-Term",46340
"FranklinM/SciMag","Teachers",1319036
"FranklinSH","Accelerated Academic Literacy",15303
"FranklinSH","Administrators (Assistant Principal - Secondary Counseling Services)",111265
"FranklinSH","Administrators (Principals & Assistant Principals)",128296
"FranklinSH","Administrators (Principals & Assistant Principals)",281162
"FranklinSH","Adult Education/ Regional Occupation Center/Programs",700
"FranklinSH","Adult Education/ Regional Occupation Center/Programs",9546
"FranklinSH","Adult Education/ Regional Occupation Center/Programs",11370
"FranklinSH","Adult Education/ Regional Occupation Center/Programs",12570
"FranklinSH","Adult Education/ Regional Occupation Center/Programs",13550
"FranklinSH","Adult Education/ Regional Occupation Center/Programs",16000
"FranklinSH","Adult Education/ Regional Occupation Center/Programs",172056
"FranklinSH","Athletics",30604
"FranklinSH","Cafeteria",495857
"FranklinSH","Campus Aides",135776
"FranklinSH","Categorical Program Advisors",100390
"FranklinSH","Certificated Supplemental Time (X, Z, & Professional Development)",840
"FranklinSH","Certificated Supplemental Time (X, Z, & Professional Development)",34785
"FranklinSH","Certificated Supplemental Time (X, Z, & Professional Development)",82033
"FranklinSH","Classified Overtime, X & Z Time",2500
"FranklinSH","Clerical Substitutes",1728
"FranklinSH","Clerical Support",6500
"FranklinSH","Clerical Support",56673
"FranklinSH","Clerical Support",240821
"FranklinSH","Coaches Instructional",21773
"FranklinSH","Coaches Instructional",80163
"FranklinSH","Coaches Instructional",98954
"FranklinSH","Common Core State Standards",106890
"FranklinSH","Counseling Time (Registration)",7386
"FranklinSH","Counselors",98954
"FranklinSH","Counselors",296889
"FranklinSH","Counselors, Pupil Services & Attendance (Psa)",41760
"FranklinSH","Custodial Overtime & Relief",1000
"FranklinSH","Custodial Overtime & Relief",9000
"FranklinSH","Custodial Supplies",100
"FranklinSH","Custodial Supplies",15108
"FranklinSH","Custodians",468600
"FranklinSH","Differentials/Longevities",11436
"FranklinSH","Financial Managers",83602
"FranklinSH","General Supplies",17867
"FranklinSH","Instructional Aides",10246
"FranklinSH","Instructional Materials",2788
"FranklinSH","Instructional Materials",21076
"FranklinSH","Instructional Materials",50035
"FranklinSH","Instructional Materials",58957
"FranklinSH","Junior Reserve Officer Training Corps (Jrotc)",73412
"FranklinSH","Junior Reserve Officer Training Corps (Jrotc)",74838
"FranklinSH","Nurses",19790
"FranklinSH","Nurses",19791
"FranklinSH","Nurses",39580
"FranklinSH","Parent Involvement",5685
"FranklinSH","Parent Involvement",14724
"FranklinSH","Psychiatric Social Workers",41760
"FranklinSH","Psychologists",10440
